mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	4
1	0	0	0	0.5	0	3/4	4/4	2	1	1/8	1/8	1		4	64	E4	4	2
1	0	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		1	67	G4	4	1
1	0	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	0
1	0	1/2	1/2	0.5	1/8	7/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	3
2	1	1	1	0.5	0	0	4/4	2	2	1/8	1/8	1		6	54	F#3	3	19
2	1	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		7	61	C#4	4	14
2	1	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	10
2	1	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		10	70	A#4	4	5
2	1	3/2	3/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	20
2	1	2	2	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		2	50	D3	3	21
2	1	2	2	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		2	62	D4	4	15
2	1	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	11
2	1	2	2	0.5	1/4	1/4	4/4	1	1	1/8	1/8	1		5	71	B4	4	6
2	1	5/2	5/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		7	49	C#3	3	22
2	1	5/2	5/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		10	58	A#3	3	16
2	1	5/2	5/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		7	73	C#5	5	7
2	1	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	23
2	1	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	17
2	1	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1	1	6	66	F#4	4	12
2	1	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	8
2	1	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		10	46	A#2	2	24
2	1	4	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	18
2	1	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1	-1	6	66	F#4	4	13
2	1	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	9
3	2	5	5	1.0	0	0	4/4	2	2	1/4	1/4	1		5	47	B2	2	38
3	2	5	5	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	34
3	2	5	5	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	29
3	2	5	5	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	25
3	2	6	6	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	42	F#2	2	39
3	2	6	6	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		10	58	A#3	3	35
3	2	6	6	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4	30
3	2	6	6	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	26
3	2	13/2	13/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	31
3	2	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	40
3	2	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	F#3	3	36
3	2	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		9	63	D#4	4	32
3	2	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	27
3	2	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		9	51	D#3	3	41
3	2	8	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	37
3	2	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	33
3	2	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	28
4	3	9	9	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	59
4	3	9	9	0.5	0	0	4/4	2	1	1/8	1/8	1		5	59	B3	3	52
4	3	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	47
4	3	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	42
4	3	19/2	19/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		0	60	C4	4	53
4	3	10	10	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	60
4	3	10	10	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		5	59	B3	3	54
4	3	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	48
4	3	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	43
4	3	21/2	21/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	55
4	3	11	11	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		1	55	G3	3	56
4	3	11	11	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		1	55	G3	3	61
4	3	11	11	0.5	1/2	1/2	4/4	1	2	1/8	1/8	1		2	62	D4	4	49
4	3	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	44
4	3	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	62
4	3	23/2	23/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	57
4	3	23/2	23/2	0.5	5/8	5/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	50
4	3	12	12	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	63
4	3	12	12	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	58
4	3	12	12	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	51
4	3	12	12	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		3	69	A4	4	45
4	3	25/2	25/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		1	67	G4	4	46
5	4	13	13	0.5	0	0	4/4	2	2	1/8	1/8	1		3	45	A2	2	75
5	4	13	13	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	71
5	4	13	13	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	68
5	4	13	13	0.5	0	0	4/4	1	1	1/8	1/8	1		6	66	F#4	4	64
5	4	27/2	27/2	0.25	1/8	1/8	4/4	2	2	1/16	1/16	1		5	47	B2	2	76
5	4	27/2	27/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		4	64	E4	4	65
5	4	55/4	55/4	0.25	3/16	3/16	4/4	2	2	1/16	1/16	1		0	48	C3	3	77
5	4	14	14	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		5	47	B2	2	78
5	4	14	14	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		6	54	F#3	3	72
5	4	14	14	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		9	63	D#4	4	69
5	4	14	14	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		6	66	F#4	4	66
5	4	29/2	29/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	73
5	4	15	15	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		4	40	E2	2	79
5	4	15	15	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	74
5	4	15	15	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		5	59	B3	3	70
5	4	15	15	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	64	E4	4	67
7	5	17	17	1.5	0	0	4/4	2	2	3/8	1/4	3/2		4	52	E3	3	96
7	5	17	17	0.5	0	0	4/4	2	1	1/8	1/8	1		1	55	G3	3	90
7	5	17	17	1.0	0	0	4/4	1	2	1/4	1/4	1		5	59	B3	3	86
7	5	17	17	0.5	0	0	4/4	1	1	1/8	1/8	1		4	64	E4	4	80
7	5	35/2	35/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	91
7	5	35/2	35/2	0.5	1/8	1/8	4/4	1	1	1/8	1/8	1		6	66	F#4	4	81
7	5	18	18	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	92
7	5	18	18	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	87
7	5	18	18	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		1	67	G4	4	82
7	5	37/2	37/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		2	50	D3	3	97
7	5	19	19	0.5	1/2	1/2	4/4	2	2	1/8	1/8	1		0	48	C3	3	98
7	5	19	19	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		3	57	A3	3	93
7	5	19	19	1.5	1/2	1/2	4/4	1	2	3/8	1/4	3/2		4	64	E4	4	88
7	5	19	19	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		3	69	A4	4	83
7	5	39/2	39/2	0.5	5/8	5/8	4/4	2	2	1/8	1/8	1		5	47	B2	2	99
7	5	39/2	39/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	94
7	5	20	20	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	100
7	5	20	20	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	95
7	5	20	20	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		4	64	E4	4	84
7	5	41/2	41/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		9	63	D#4	4	89
7	5	41/2	41/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		6	66	F#4	4	85
8	6	21	21	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	114
8	6	21	21	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	110
8	6	21	21	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	105
8	6	21	21	1.0	0	0	4/4	1	1	1/4	1/4	1		1	67	G4	4	101
8	6	22	22	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	115
8	6	22	22	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	111
8	6	22	22	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	106
8	6	22	22	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	102
8	6	23	23	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		1	55	G3	3	112
8	6	23	23	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	55	G3	3	116
8	6	23	23	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	107
8	6	23	23	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	103
8	6	24	24	0.5	3/4	3/4	4/4	2	2	1/8	1/8	1		1	55	G3	3	117
8	6	24	24	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		2	62	D4	4	113
8	6	24	24	0.5	3/4	3/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	108
8	6	24	24	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	104
8	6	49/2	49/2	0.5	7/8	7/8	4/4	2	2	1/8	1/8	1		6	54	F#3	3	118
8	6	49/2	49/2	0.5	7/8	7/8	4/4	1	2	1/8	1/8	1		3	69	A4	4	109
9	7	25	25	1.0	0	0	4/4	2	2	1/4	1/4	1		4	52	E3	3	133
9	7	25	25	1.0	0	0	4/4	2	1	1/4	1/4	1		1	67	G4	4	128
9	7	25	25	1.0	0	0	4/4	1	2	1/4	1/4	1		5	71	B4	4	124
9	7	25	25	1.0	0	0	4/4	1	1	1/4	1/4	1		4	76	E5	5	119
9	7	26	26	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	134
9	7	26	26	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		6	66	F#4	4	129
9	7	26	26	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	125
9	7	26	26	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		9	75	D#5	5	120
9	7	27	27	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		8	56	G#3	3	135
9	7	27	27	0.5	1/2	1/2	4/4	2	1	1/8	1/8	1		4	64	E4	4	130
9	7	27	27	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		5	71	B4	4	126
9	7	27	27	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		4	76	E5	5	121
9	7	55/2	55/2	0.5	5/8	5/8	4/4	2	1	1/8	1/8	1		2	62	D4	4	131
9	7	28	28	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		10	58	A#3	3	136
9	7	28	28	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		7	61	C#4	4	132
9	7	28	28	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		6	66	F#4	4	127
9	7	28	28	0.5	3/4	3/4	4/4	1	1	1/8	1/8	1		6	78	F#5	5	122
9	7	57/2	57/2	0.5	7/8	7/8	4/4	1	1	1/8	1/8	1		4	76	E5	5	123
10	8	29	29	1.0	0	0	4/4	2	1	1/4	1/4	1		5	59	B3	3	146
10	8	29	29	1.0	0	0	4/4	2	2	1/4	1/4	1		5	59	B3	3	150
10	8	29	29	1.0	0	0	4/4	1	2	1/4	1/4	1		6	66	F#4	4	141
10	8	29	29	1.0	0	0	4/4	1	1	1/4	1/4	1		2	74	D5	5	137
10	8	30	30	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	151
10	8	30	30	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		10	58	A#3	3	147
10	8	30	30	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		6	66	F#4	4	142
10	8	30	30	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		7	73	C#5	5	138
10	8	61/2	61/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		4	64	E4	4	143
10	8	31	31	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		5	47	B2	2	152
10	8	31	31	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		6	54	F#3	3	148
10	8	31	31	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		2	62	D4	4	144
10	8	31	31	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	139
10	8	32	32	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		4	52	E3	3	153
10	8	32	32	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		1	55	G3	3	149
10	8	32	32	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	145
