mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0	0	3/4	4/4	2	2	1/4	1/4	1		3	45	A2	2	3
1	0	0	0	1.0	0	3/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	2
1	0	0	0	1.0	0	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	1
1	0	0	0	1.0	0	3/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	0
2	1	1	1	1.0	0	0	4/4	2	2	1/4	1/4	1		3	57	A3	3	16
2	1	1	1	1.0	0	0	4/4	2	1	1/4	1/4	1		0	60	C4	4	12
2	1	1	1	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	8
2	1	1	1	1.0	0	0	4/4	1	1	1/4	1/4	1		3	69	A4	4	4
2	1	2	2	1.0	1/4	1/4	4/4	2	2	1/4	1/4	1		8	56	G#3	3	17
2	1	2	2	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	13
2	1	2	2	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	9
2	1	2	2	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		5	71	B4	4	5
2	1	3	3	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		3	57	A3	3	14
2	1	3	3	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		3	57	A3	3	18
2	1	3	3	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		4	64	E4	4	10
2	1	3	3	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		0	72	C5	5	6
2	1	4	4	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		6	54	F#3	3	19
2	1	4	4	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		3	57	A3	3	15
2	1	4	4	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		2	62	D4	4	11
2	1	4	4	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		2	74	D5	5	7
3	2	5	5	0.5	0	0	4/4	2	1	1/8	1/8	1		1	55	G3	3	29
3	2	5	5	2.0	0	0	4/4	2	2	1/2	1/2	1		1	55	G3	3	35
3	2	5	5	1.0	0	0	4/4	1	2	1/4	1/4	1		2	62	D4	4	24
3	2	5	5	1.5	0	0	4/4	1	1	3/8	1/4	3/2		5	71	B4	4	20
3	2	11/2	11/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		6	54	F#3	3	30
3	2	6	6	0.5	1/4	1/4	4/4	2	1	1/8	1/8	1		1	55	G3	3	31
3	2	6	6	0.5	1/4	1/4	4/4	1	2	1/8	1/8	1		1	67	G4	4	25
3	2	13/2	13/2	0.5	3/8	3/8	4/4	2	1	1/8	1/8	1		3	57	A3	3	32
3	2	13/2	13/2	0.5	3/8	3/8	4/4	1	2	1/8	1/8	1		6	66	F#4	4	26
3	2	13/2	13/2	0.5	3/8	3/8	4/4	1	1	1/8	1/8	1		0	72	C5	5	21
3	2	7	7	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		1	43	G2	2	36
3	2	7	7	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		5	59	B3	3	33
3	2	7	7	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		1	67	G4	4	27
3	2	7	7	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		2	74	D5	5	22
3	2	8	8	1.0	3/4	3/4	4/4	2	2	1/4	1/4	1		8	56	G#3	3	37
3	2	8	8	1.0	3/4	3/4	4/4	2	1	1/4	1/4	1		5	59	B3	3	34
3	2	8	8	1.0	3/4	3/4	4/4	1	2	1/4	1/4	1		4	64	E4	4	28
3	2	8	8	1.0	3/4	3/4	4/4	1	1	1/4	1/4	1		4	76	E5	5	23
4	3	9	9	0.5	0	0	4/4	2	1	1/8	1/8	1		3	57	A3	3	46
4	3	9	9	0.5	0	0	4/4	2	2	1/8	1/8	1		3	57	A3	3	52
4	3	9	9	1.0	0	0	4/4	1	2	1/4	1/4	1		4	64	E4	4	42
4	3	9	9	1.0	0	0	4/4	1	1	1/4	1/4	1		0	72	C5	5	38
4	3	19/2	19/2	0.5	1/8	1/8	4/4	2	2	1/8	1/8	1		1	55	G3	3	53
4	3	19/2	19/2	0.5	1/8	1/8	4/4	2	1	1/8	1/8	1		5	59	B3	3	47
4	3	10	10	0.5	1/4	1/4	4/4	2	2	1/8	1/8	1		-1	53	F3	3	54
4	3	10	10	1.0	1/4	1/4	4/4	2	1	1/4	1/4	1		0	60	C4	4	48
4	3	10	10	1.0	1/4	1/4	4/4	1	1	1/4	1/4	1		3	69	A4	4	39
4	3	10	10	1.0	1/4	1/4	4/4	1	2	1/4	1/4	1		3	69	A4	4	43
4	3	21/2	21/2	0.5	3/8	3/8	4/4	2	2	1/8	1/8	1		4	52	E3	3	55
4	3	11	11	1.0	1/2	1/2	4/4	2	2	1/4	1/4	1		2	50	D3	3	56
4	3	11	11	1.0	1/2	1/2	4/4	2	1	1/4	1/4	1		-1	65	F4	4	49
4	3	11	11	1.0	1/2	1/2	4/4	1	2	1/4	1/4	1		3	69	A4	4	44
4	3	11	11	1.0	1/2	1/2	4/4	1	1	1/4	1/4	1		5	71	B4	4	40
