mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	articulation	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	3/4	1	1	0							𝅘𝅥=80	80.0	𝅘𝅥	80.0	0.0	
1	1	0	0	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	0	11. Drauf	(1.Komm,							
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1	schliess'	Je-							
1	1	2	2	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	2	ich	-su							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	3									
1	1	0	0	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	4									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	5									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	6									
1	1	0	0	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	7									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	8									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	9									
1	1	0	0	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	10									
1	1	1	1	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	11									
1	1	2	2	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	12									
1	1	0	0	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	13	11. Drauf	(1.Komm,							
1	1	1	1	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	14	schliess'	Je-							
1	1	2	2	0.5	1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	15	ich	-su							
1	1	5/2	5/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	16									
