mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=77.7	78.0	𝅘𝅥	77.7	0.0	
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0	Je-	aus						
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1	-su,	des						
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2	der	Teu-						
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3	du	-fels						
1	1	0	0	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	4								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	5								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	6								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	7								
1	1	3	3	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	8								
1	1	7/2	7/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	9								
1	1	0	0	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	10								
1	1	1/2	1/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	11								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	12								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	13								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	14								
1	1	0	0	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	15								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	16								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	17								
