mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0					5𝅘𝅥=72.45	72.0	5𝅘𝅥	72.45	0.0	
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0	Er						
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1	nahm						
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2	Al-						
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3	-les						
1	1	0	0	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	4							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	5							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	6							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	7							
1	1	0	0	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	8							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	9							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	10							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	11							
1	1	0	0	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	12							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	13							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	14							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	15							
1	1	0	0	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	16							
1	1	1	1	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	17							
1	1	2	2	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	18							
1	1	3	3	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	19							
