mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=77.6	78.0	𝅘𝅥	77.6	0.0	
1	1	0	0	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	0	1. Ach	13. Ach						
1	1	1	1	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=75.33	75.0	𝅘𝅥	75.33	0.0	
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	1	wie	wie						
1	1	2	2	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=75.5	75.0	𝅘𝅥	75.5	0.0	
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	2	flüch-	flüch-						
1	1	3	3	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	3	-tig,	-tig,						
1	1	0	0	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	4								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	5								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	6								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	7								
1	1	0	0	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	8								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	9								
1	1	2	2	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	10								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	11								
1	1	0	0	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	12								
1	1	1	1	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	13								
