mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
1	1	1	1	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	0	Komm,	lö-						
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	1	o	-se						
1	1	1	1	2.0	1/4	1/4	Chord	4/4	1	2	1/2	1/2	1	2								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	3								
1	1	1	1	2.0	1/4	1/4	Chord	4/4	2	1	1/2	1/2	1	4								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	5								
1	1	1	1	2.0	1/4	1/4	Chord	4/4	2	2	1/2	1/2	1	6								
1	1	3	3	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	7								
2	2	4	4	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=73.6	74.0	𝅘𝅥	73.6	0.0	
2	2	4	4	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	8	Tod,	mei-						
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	9	du	-ne						
2	2	6	6	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=73	73.0	𝅘𝅥	73.0	0.0	
2	2	6	6	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	10	Schla-	Schiff-						
2	2	7	7	0.0	3/4	3/4	Tempo	4/4	1	1	0						𝅘𝅥=71.4	71.0	𝅘𝅥	71.4	0.0	
2	2	7	7	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	11	-fes	-leins						
2	2	15/2	15/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	12								
2	2	4	4	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	13								
2	2	9/2	9/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	14								
2	2	5	5	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	15								
2	2	6	6	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	16								
2	2	13/2	13/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	17								
2	2	7	7	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	18								
2	2	4	4	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	19								
2	2	5	5	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	20								
2	2	11/2	11/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	21								
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	22								
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	23								
2	2	4	4	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	24								
2	2	5	5	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	25								
2	2	6	6	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	26								
2	2	7	7	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	27								
3	3	8	8	0.0	0	0	Tempo	4/4	1	1	0						𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
3	3	8	8	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	28	Bru-	Ru-						
3	3	10	10	0.0	1/2	1/2	Tempo	4/4	1	1	0						𝅘𝅥=70	70.0	𝅘𝅥	70.0	0.0	
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	1	1/2	1/2	1	29	-der,	-der,						
3	3	8	8	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	30								0
3	3	9	9	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	31								
3	3	10	10	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	32								
3	3	8	8	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	33								1
3	3	19/2	19/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	34								
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	1	1/2	1/2	1	35								
3	3	8	8	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	36								
3	3	10	10	2.0	1/2	1/2	Chord	4/4	2	2	1/2	1/2	1	37								
4	4	13	13	0.0	1/4	1/4	Tempo	4/4	1	1	0						𝅘𝅥=71	71.0	𝅘𝅥	71.0	0.0	
4	4	13	13	2.0	1/4	1/4	Chord	4/4	1	1	1/2	1/2	1	38	komm	brin-						
4	4	15	15	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	39	du	-ge						
